prive_code	description	group	phenocode	description_more	coding	coding_description	pops	num_pops	pops_pass_qc	num_pops_pass_qc	n_cases_full_cohort_both_sexes	n_cases_full_cohort_females	n_cases_full_cohort_males	n_cases_hq_cohort_both_sexes	n_cases_hq_cohort_females	n_cases_hq_cohort_males	n_cases_AFR	n_cases_AMR	n_cases_CSA	n_cases_EAS	n_cases_EUR	n_cases_MID	n_controls_AFR	n_controls_AMR	n_controls_CSA	n_controls_EAS	n_controls_EUR	n_controls_MID	filename	aws_link	wget	size_in_bytes	description_panUKB	proxy_GWAS	short_label	use_in_analysis	N	N_case	N_control	ldsc_int	ldsc_int_se	ldsc_h2	ldsc_h2_se	ldpred2_n_keep	ldpred2_h2	ldpred2_p	PGS_trait_type	GWAS_trait_type	prevalence	N_total	group_consolidated	Nsize_Caribbean	Nsize_China	Nsize_India	Nsize_Iran	Nsize_Italy	Nsize_Nigeria	Nsize_Poland	Nsize_United	pcor_Caribbean	pcor_China	pcor_India	pcor_Iran	pcor_Italy	pcor_Nigeria	pcor_Poland	pcor_United	inf_Caribbean	inf_China	inf_India	inf_Iran	inf_Italy	inf_Nigeria	inf_Poland	inf_United	sup_Caribbean	sup_China	sup_India	sup_Iran	sup_Italy	sup_Nigeria	sup_Poland	sup_United	PGS_R2_Caribbean	PGS_R2_China	PGS_R2_India	PGS_R2_Iran	PGS_R2_Italy	PGS_R2_Nigeria	PGS_R2_Poland	PGS_R2_United	cMperMb	n_sig_SNPs	gini_panUKB	beta_pop	gini_meta	gini_AFR	gini_CSA	gini_EUR	gini_AMR	gini_EAS	gini_meta_hq	portability_index	portability_index_SE	portability_index_P	log_F	traitLD_unadj_EUR	traitLD_adj_EUR	traitLD_unadj_AFR	traitLD_adj_AFR	traitLD_unadj_AMR	traitLD_adj_AMR	traitLD_unadj_CSA	traitLD_adj_CSA	traitLD_unadj_EAS	traitLD_adj_EAS	traitLD_unadj_mean	traitLD_unadj_sd	traitLD_unadj_max	traitLD_unadj_min	traitLD_unadj_range	traitLD_unadj_ratio	traitLD_unadj_CoV
278	Overweight, obesity and other hyperalimentation	endocrine/metabolic	278				AFR,CSA,EUR,MID	4	CSA,EUR,MID	3	16956	9426	7529	16531	9084	7446	425		365		16087	79	6211		8511		404444	1520	phecode-278-both_sexes.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-278-both_sexes.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-278-both_sexes.tsv.bgz	2275939142	Overweight, obesity and other hyperalimentation	FALSE	Hyperalimentation	TRUE		14897	376227	0.995	0.00743	0.176	0.0104	22	0.166	0.0124	binary	binary	0.0380876652928483	391124	diseases	2484	1810	6331	1200	6660	3924	4136	20000	0.0323	0	0.0334	0.0493	0.0516	0.0208	0.0453	0.0547	-0.0072	-0.0513	0.0087	-0.0078	0.0276	-0.0105	0.0148	0.0409	0.0717	0.0414	0.058	0.106	0.0756	0.0522	0.0758	0.0686	0.00104329	0	0.00111556	0.00243049	0.00266256	0.00043264	0.00205209	0.00299209		382	0.871409708251969	meta2use_WC	0.871409708251969	0.916241958144344	0.926840350192359	0.860216829733274	0.873111899524358	0.943238974961805		-0.00226279951565962	0.000256508763572687	4.858337038464e-05	2.0537547115333	268.011833784617	0.391869576403372	47.2523390476513	-0.0204340455154362	264.102157561787	0.502750684300348	186.07842472489	0.55338851523373	201.981789453487	0.743534505756126	193.485308914487	89.5154676761457	268.011833784617	47.2523390476513	220.759494736965	5.67192734129716	0.462647361592235
296.2	Depression	psychiatric disorders	296.2				EUR	1	""	0	527	334	193								527						369930		phecode-296.2-both_sexes.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-296.2-both_sexes.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-296.2-both_sexes.tsv.bgz	541407595	Depression	FALSE	Depression	TRUE		27388	321145	0.998	0.00761	0.0896	0.00711	20	0.0869	0.0206	binary	binary	0.0785807943580665	348533	lifestyle/psychological	2272	1742	5870	1055	5989	3678	3729	17764	0	0.0274	0	0.0527	0.027	0.0034	0.0074	0.0323	-0.0706	-0.0199	-0.0307	-0.0082	0.0017	-0.029	-0.0248	0.0176	0.0119	0.0745	0.0205	0.1133	0.0524	0.0358	0.0396	0.047	0	0.00075076	0	0.00277729	0.000729	1.156e-05	5.476e-05	0.00104329		70	0.973900848796613	meta2use_WC		0.991290302274724	0.985891866618457	0.973900848796613	0.988952654237789	0.990045191458269		-0.00193982579493451	0.00121493587640543	0.154375118253975	2.35647108043037	24.1295930198512	-0.334991416080532	55.7290493428206	0.117827685996037	99.2816415275873	0.59637915925768	58.484397534445	0.641864693697751	98.5411856746935	-0.0321596709998682	67.2331734198795	31.9143405578667	99.2816415275873	24.1295930198512	75.1520485077361	4.11451786384915	0.474681454622968
318	Tobacco use disorder	psychiatric disorders	318				AFR,CSA,EAS,EUR,MID	5	AFR,CSA,EUR,MID	4	15648	6992	8656	15598	6969	8629	254		275	50	14988	81	6272		8471	2641	392046	1493	phecode-318-both_sexes.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-318-both_sexes.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-318-both_sexes.tsv.bgz	2411782634	Tobacco use disorder	FALSE	Tobacco use disorder	TRUE		21954	357624	0.996	0.0076	0.131	0.00758	22	0.125	0.0189	binary	binary	0.057837914736892	379578	lifestyle/psychological	2445	1800	6249	1180	6548	3876	4022	19400	0	0.0404	0.0361	0.0076	0.0603	0.0032	0.0092	0.0557	-0.0482	-0.0061	0.0113	-0.05	0.0361	-0.0284	-0.0218	0.0416	0.0314	0.0867	0.0609	0.0651	0.0845	0.0347	0.0401	0.0697	0	0.00163216	0.00130321	5.776e-05	0.00363609	1.024e-05	8.464e-05	0.00310249		177	0.906077439569434	meta2use_WC	0.90277763368517	0.98080266226499	0.928409238654442	0.906707806366033	0.926174863970344	0.938398263811673	0.906077439569434	-0.00247752039961176	0.000672457810513219	0.00781541971317396	3.01252079372772	89.5805754609052	-0.352595830969164	27.560842324567	-1.28371208690732	154.893918681785	0.120635396794174	79.8678291816721	-0.548799183372899	90.7974545684648	-0.389975226017379	88.5401240434789	45.284339567554	154.893918681785	27.560842324567	127.333076357218	5.62007201585842	0.511455569514636
351	Other peripheral nerve disorders	neurological	351				AFR,CSA,EAS,EUR,MID	5	""	0	15275	10317	4956				228		280	63	14648	56	6298		8433	2624	399339	1516	phecode-351-both_sexes.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-351-both_sexes.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-351-both_sexes.tsv.bgz	2191940295	Other peripheral nerve disorders	FALSE	Other peripheral nerve disorders	TRUE		13272	375208	0.999	0.008	0.124	0.0103	19	0.123	0.0128	binary	binary	0.03416392092257	388480	diseases	2471	1801	6277	1191	6611	3898	4112	19840	0	0.0055	0.0367	0	0.0341	0	0.0324	0.0393	-0.0623	-0.041	0.0119	-0.0961	0.0099	-0.0378	0.0018	0.0253	0.0169	0.0519	0.0614	0.0183	0.0582	0.0252	0.063	0.0531	0	3.025e-05	0.00134689	0	0.00116281	0	0.00104976	0.00154449		299	0.923848593361189	meta2use_WC	0.923848593361189	0.918346220420381	0.980623857588949	0.923781590382502	0.929704956767104	0.951626493570943		-0.00268757465207953	0.000439427441662891	0.000483367032158941	2.06342802043319	147.453824783718	0.0743493677928275	47.2225906189981	-0.0562167313856047	141.777974539814	-0.016691172529842	24.3618208229528	-0.913476752675493	181.066868296362	0.0851207244303791	108.376615812369	68.4193912689993	181.066868296362	24.3618208229528	156.705047473409	7.43240292309215	0.63131138351333
365	Glaucoma	sense organs	365				AFR,CSA,EUR	3	""	0	6591	3312	3278				206		186		6199		6257		8378		404535		phecode-365-both_sexes.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-365-both_sexes.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-365-both_sexes.tsv.bgz	1689286611	Glaucoma	FALSE	Glaucoma	TRUE		5738	377409	1.01	0.00807	0.143	0.0178	20	0.135	0.00218	binary	binary	0.0149759752784179	383147	diseases	2447	1783	6176	1181	6540	3854	4066	19592	0.0282	2e-04	0.0232	0.0631	0.0301	0.0257	0.0404	0.0419	-0.0116	-0.0465	-0.0018	0.0056	0.0059	-0.0059	0.0096	0.0279	0.0679	0.0469	0.0481	0.1202	0.0544	0.0573	0.0711	0.0558	0.00079524	4e-08	0.00053824	0.00398161	0.00090601	0.00066049	0.00163216	0.00175561		272	0.910555716218882	meta2use_WC	0.910555716218882	0.916969117660924	0.935225565895619	0.906914868501399	0.965710409929009	0.988580768148737		-0.00169925104908467	0.000880566013703404	0.0949606329550607	2.43240735474287	103.416801480833	-0.33286521810676	51.7311524661139	-0.184665620622477	54.1987879257744	-0.508836598184436	52.4962952956882	0.459962897108255	45.259052177732	-0.326222869148023	61.4204178692282	23.7200323791256	103.416801480833	45.259052177732	58.1577493031008	2.28499706698929	0.386191322071897
366	Cataract	sense organs	366				AFR,CSA,EAS,EUR,MID	5	""	0	29960	16808	13150				621		1203	206	27820	110	6015		7673	2503	392711	1489	phecode-366-both_sexes.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-366-both_sexes.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-366-both_sexes.tsv.bgz	2255162466	Cataract	FALSE	Cataract	TRUE		25804	365320	0.998	0.00812	0.0822	0.00764	22	0.0722	0.00312	binary	binary	0.0659739622216995	391124	diseases	2484	1810	6331	1200	6660	3924	4136	20000	0	0.0018	0.078	0.0028	0.0642	0.0161	0.0813	0.0436	-0.0765	-0.0445	0.0534	-0.0543	0.0402	-0.0153	0.0508	0.0297	0.0023	0.0482	0.1025	0.0598	0.0881	0.0474	0.1115	0.0574	0	3.24e-06	0.006084	7.84e-06	0.00412164	0.00025921	0.00660969	0.00190096		312	0.885697682871697	meta2use_WC	0.885697682871697	0.915384529231008	0.876254923427596	0.844917327340566	0.863343915524489	0.905109794933005		-0.0013854553267222	0.00211688405267369	0.533708958158125	2.40765704650287	186.840863471283	-0.117473178002606	70.2207467397692	-0.459336717785429	160.15450634715	-0.308590483887913	156.537414092743	-0.201642891135889	144.564366919084	-0.22738533806791	143.663579514006	43.8652061386864	186.840863471283	70.2207467397692	116.620116731514	2.6607644057631	0.305332821909884
401	Hypertension	circulatory system	401				AFR,AMR,CSA,EAS,EUR,MID	6	CSA,EUR	2	99977	46407	53568	97001	44630	52370	2037	160	2690	431	94311	348	4589	816	6170	2272	325488	1245	phecode-401-both_sexes.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-401-both_sexes.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-401-both_sexes.tsv.bgz	2843231590	Hypertension	FALSE	Hypertension	TRUE		87346	303778	1.04	0.0115	0.179	0.00688	25	0.188	0.0175	binary	binary	0.223320481484133	391124	diseases	2484	1810	6331	1200	6660	3924	4136	20000	0.1101	0.1165	0.1567	0.1797	0.157	0.0682	0.1633	0.1882	0.071	0.0706	0.1326	0.1239	0.1335	0.0369	0.1334	0.1748	0.149	0.162	0.1807	0.2344	0.1804	0.0993	0.1929	0.2016	0.01212201	0.01357225	0.02455489	0.03229209	0.024649	0.00465124	0.02666689	0.03541924		1435	0.258078922868999	meta2use_WC	0.258255348972813	0.415364291202741	0.297644057645386	0.257988474747473	0.287216001470801	0.476855008497016	0.258078922868999	-0.00189882411909006	0.000155535559022421	5.66432193567337e-06	2.18670447181466	277.743730998366	0.210752327562813	167.00339984568	0.0621721983062742	234.915285920548	0.176912108556517	207.381478565136	0.154087671372658	204.355112855677	0.0387814393671722	218.279801637082	41.0933024243063	277.743730998366	167.00339984568	110.740331152686	1.66310225573261	0.188259757046276
411.4	Coronary atherosclerosis	circulatory system	411.4				AFR,CSA,EAS,EUR,MID	5	CSA,EUR	2	25280	6250	19029	24916	6106	18810	191		1028	59	23888	114	6224		7496	2605	382052	1430	phecode-411.4-both_sexes.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-411.4-both_sexes.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-411.4-both_sexes.tsv.bgz	2504482480	Coronary atherosclerosis	FALSE	Coronary atherosclerosis	TRUE		23082	354709	1.02	0.00882	0.163	0.012	25	0.158	0.00458	binary	binary	0.0610972733601383	377791	diseases	2396	1794	6070	1158	6492	3793	4021	19308	0.0269	0.0452	0.1113	0.0815	0.0994	0.0157	0.1391	0.1021	-0.0133	-0.0014	0.0863	0.0235	0.0753	-0.0163	0.1086	0.0881	0.067	0.0915	0.1361	0.1389	0.1235	0.0475	0.1693	0.1161	0.00072361	0.00204304	0.01238769	0.00664225	0.00988036	0.00024649	0.01934881	0.01042441		579	0.689613735637012	meta2use_WC	0.676229360729547	0.785981871438605	0.726134993366878	0.686859374822031	0.768582057555097	0.815481008103626	0.689613735637012	-0.00209764419727759	0.000606449268237032	0.0105633486031073	2.45311789031469	129.686365695392	-0.100865450177105	79.9431393267668	-0.214766436673555	166.039469598378	0.200416479466894	99.0319855121482	-0.291652008638271	93.0512331497958	-0.45451074596421	113.550438656496	34.5540156384572	166.039469598378	79.9431393267668	86.0963302716113	2.07696959359694	0.30430543507619
415	Pulmonary heart disease	circulatory system	415				AFR,CSA,EUR	3	""	0	5555	2528	3027				82		52		5421		6459		8749		411769		phecode-415-both_sexes.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-415-both_sexes.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-415-both_sexes.tsv.bgz	1634429862	Pulmonary heart disease	FALSE	Pulmonary heart disease	TRUE		5364	382558	0.997	0.007	0.0786	0.0168	20	0.0285	7.26e-05	binary	binary	0.0138275220276241	387922	diseases	2457	1805	6283	1190	6617	3858	4113	19808	0.0171	0.0109	0.03	0	0.038	0.0366	0.0647	0.0355	-0.0226	-0.0355	0.0052	-0.0643	0.0139	0.005	0.0341	0.0216	0.0568	0.0572	0.0547	0.0503	0.0621	0.0682	0.0952	0.0494	0.00029241	0.00011881	9e-04	0	0.001444	0.00133956	0.00418609	0.00126025		224	0.934779615732785	meta2use_WC	0.934779615732785	0.907745707081377	0.973519073245034	0.910272911293189	0.912799337096446	0.979846505663126		-0.00123212969302644	0.00145670342062438	0.425610595725275	1.62535896407025	65.4071160862935	-0.300299881198704	80.4544930561484	0.185730125662862	69.9482980765326	-0.497411933871564	33.5760966249977	-0.173006340730299	101.570428552459	-0.0477906973717305	70.1912864792863	24.7669306953162	101.570428552459	33.5760966249977	67.9943319274616	3.02508149434021	0.352849077678966
427.2	Atrial fibrillation and flutter	circulatory system	427.2				AFR,CSA,EUR	3	""	0	19570	6532	13038				129		208		19233		6241		8234		384657		phecode-427.2-both_sexes.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-427.2-both_sexes.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-427.2-both_sexes.tsv.bgz	1701249463	Atrial fibrillation and flutter	FALSE	Atrial fibrillation/flutter	TRUE		17645	357738	1	0.00933	0.166	0.0215	26	0.123	0.00144	binary	binary	0.047005325227834	375383	diseases	2381	1768	6001	1151	6397	3769	3980	19230	0.0464	0.0317	0.0436	0.091	0.0741	0.0414	0.0701	0.1026	0.0061	-0.0153	0.0182	0.0329	0.0496	0.0094	0.039	0.0885	0.0866	0.0784	0.0688	0.1485	0.0984	0.0733	0.101	0.1165	0.00215296	0.00100489	0.00190096	0.008281	0.00549081	0.00171396	0.00491401	0.01052676		524	0.864679733774514	meta2use_WC	0.864679733774514	0.88503851463009	0.944048860562177	0.681911472922298	0.742449566549976	0.835593806577747		-0.00242359348856377	0.000401559548142902	0.000523461294482683	2.49919993015178	105.576021206985	-0.366434306530536	54.9914142648995	-0.314580572816554	116.239260400195	-0.465437567203682	41.2711987408633	-0.0143692232903397	109.573530905117	-0.40560236958249	85.5302851036121	34.6930818973057	116.239260400195	41.2711987408633	74.968061659332	2.81647405325072	0.405623363178063
428	Congestive heart failure; nonhypertensive	circulatory system	428				AFR,CSA,EUR	3	""	0	7804	2426	5378				107		245		7452		6496		8588		412106		phecode-428-both_sexes.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-428-both_sexes.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-428-both_sexes.tsv.bgz	1675225808	Congestive heart failure; nonhypertensive	FALSE	Congestive heart failure	TRUE		7268	383049	1.01	0.00678	0.0628	0.0124	9	0.0723	0.00765	binary	binary	0.0186207620984994	390317	diseases	2472	1808	6294	1197	6648	3905	4128	19961	0.0218	0.0692	4e-04	0.0369	0.0227	0	0.0213	0.0293	-0.0178	0.023	-0.0244	-0.0203	-0.0014	-0.0447	-0.0093	0.0154	0.0613	0.1152	0.0251	0.0938	0.0467	0.0182	0.0519	0.0432	0.00047524	0.00478864	1.6e-07	0.00136161	0.00051529	0	0.00045369	0.00085849		182	0.968876467805426	meta2use_WC	0.968876467805426	0.963657716692505	0.988469582549684	0.929686983658443	0.964026365140436	0.981753266674767		0	0.00257096569433193	0.51021074829147	2.07783326443689	59.2230789704499	-0.399713307933673	41.3249640064934	-0.20298510599103	97.5685192721079	-0.455623036243093	15.8805372350405	-0.643502360096644	46.6817024158438	-0.472068610414698	52.1357603799871	29.8974369183529	97.5685192721079	15.8805372350405	81.6879820370674	6.14390545030318	0.573453550891901
451	Phlebitis and thrombophlebitis	circulatory system	451				AFR,CSA,EUR	3	""	0	4938	2215	2723				88		53		4797		6017		7983		376206		phecode-451-both_sexes.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-451-both_sexes.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-451-both_sexes.tsv.bgz	1630617947	Phlebitis and thrombophlebitis	FALSE	Phlebitis/thrombophlebitis	TRUE		4622	349720	1	0.00763	0.126	0.0236	23	0.047	3.91e-05	binary	binary	0.0130438954456429	354342	diseases	2283	1622	5719	1102	6014	3611	3734	18164	0.0073	0	0.0329	0.0855	0.0468	0	0.068	0.0525	-0.0339	-0.0671	0.0069	0.0261	0.0215	-0.0359	0.036	0.038	0.0485	0.0308	0.0588	0.1444	0.072	0.0295	0.1	0.067	5.329e-05	0	0.00108241	0.00731025	0.00219024	0	0.004624	0.00275625		286	0.912973103217201	meta2use_WC	0.912973103217201	0.920742642749999	0.966118776337061	0.922504756052435	0.899583666023317	0.960292565281584		-0.00214402633401758	0.00113324759542976	0.100389985265261	1.57313698677576	85.1415210935684	-0.0057371676687412	54.3555047347579	-0.0110226638515894	74.5912922523263	-0.630566940754618	36.8705764571058	-0.716055219641421	125.120121419126	-0.0433538119848617	75.2158031913769	33.521856051557	125.120121419126	36.8705764571058	88.2495449620206	3.39349512380659	0.445675704163725
454	Varicose veins	circulatory system	454				AFR,CSA,EUR	3	AFR,EUR	2	13725	8720	5005	13538	8623	4915	98		187		13440		6017		7983		376206		phecode-454-both_sexes.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-454-both_sexes.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-454-both_sexes.tsv.bgz	1918177152	Varicose veins	FALSE	Varicose veins	TRUE		12621	349720	1	0.00878	0.184	0.0132	23	0.174	0.00449	binary	binary	0.0348318296852964	362341	diseases	2295	1639	5823	1116	6131	3619	3835	18550	0.001	0.0882	0.0772	0	0.0563	0.0172	0.0814	0.0701	-0.0401	0.0397	0.0516	-0.0602	0.0313	-0.0155	0.0498	0.0558	0.0421	0.1364	0.1027	0.0582	0.0813	0.0498	0.1128	0.0844	1e-06	0.00777924	0.00595984	0	0.00316969	0.00029584	0.00662596	0.00491401		459	0.845478226461203	meta2use_WC	0.845478226461203	0.93655899292064	0.802015184300867	0.770761436191826	0.861892115872631	0.883280360580237		-0.00134439663076409	0.000884111164488234	0.172160722284148	1.16115649789879	231.122941573428	-0.126808606322628	53.5010536382892	-0.0590635950562263	156.087906473656	-0.35437874808593	150.79290330595	-0.435827521324366	126.525215948496	-0.638827119350412	143.606004187964	63.791298727518	231.122941573428	53.5010536382892	177.621887935139	4.31996990444352	0.4442105264904
455	Hemorrhoids	circulatory system	455				AFR,AMR,CSA,EAS,EUR,MID	6	""	0	28275	14463	13811				441	82	657	228	26726	141	6017	863	7983	2430	376206	1418	phecode-455-both_sexes.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-455-both_sexes.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-455-both_sexes.tsv.bgz	2451354841	Hemorrhoids	FALSE	Hemorrhoids	TRUE		24786	349720	1.01	0.00732	0.0684	0.0064	18	0.0715	0.0128	binary	binary	0.0661831853161231	374506	diseases	2423	1785	6161	1179	6440	3828	3955	19218	0	0.0326	0.0213	0.0421	0.0317	0.002	0.03	0.0438	-0.061	-0.0141	-0.0037	-0.0155	0.0073	-0.0298	-0.0013	0.0297	0.0189	0.0791	0.0463	0.0995	0.0561	0.0337	0.0612	0.0579	0	0.00106276	0.00045369	0.00177241	0.00100489	4e-06	9e-04	0.00191844		335	0.930055795638642	meta2use_WC	0.930055795638642	0.864154035214694	0.92849561542569	0.884717084976453	0.89231369495905	0.975506198059931		-0.00234731405465269	0.000432042343543347	0.000973425671546101	1.89123627992071	187.557148801549	0.0958893950295793	120.5853221764	0.303978917306423	201.515564965782	1.05535893028978	134.670070247284	0.0209298495300959	68.6465080191796	-0.283751240582509	142.594922842039	53.6396255030539	201.515564965782	68.6465080191796	132.869056946603	2.93555449185383	0.37616784969598
459.9	Circulatory disease NEC	circulatory system	459.9				AFR,CSA,EAS,EUR,MID	5	""	0	22049	10095	11954				351		379	54	21212	53	6219		8342	2626	392807	1524	phecode-459.9-both_sexes.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-459.9-both_sexes.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-459.9-both_sexes.tsv.bgz	2217352247	Circulatory disease NEC	FALSE	Circulatory disease NEC	TRUE		19760	365266	1	0.00717	0.055	0.00727	21	0.0393	0.00122	binary	binary	0.0513212094767626	385026	diseases	2467	1790	6220	1182	6570	3882	4066	19705	0	0.0149	0.0091	0	0.0229	0.003	0.0326	0.0405	-0.0493	-0.0317	-0.0158	-0.0659	-0.0013	-0.0285	0.0018	0.0266	0.03	0.0614	0.0339	0.0491	0.0471	0.0345	0.0634	0.0545	0	0.00022201	8.281e-05	0	0.00052441	9e-06	0.00106276	0.00164025		238	0.938716693298484	meta2use_WC	0.938716693298484	0.966261189376675	0.940593398379182	0.933878246807494	0.924594891605617	0.96891694926902		-0.00290885136763432	0.000580304327790808	0.0015431835076749	1.2912343175353	71.8704637534771	-0.18807043367681	33.1941865680791	-0.547380213203058	63.9118434228915	-0.63086998516773	54.0477544591256	-0.427952138765605	55.5932115083071	-0.939122818467432	55.7234919423761	14.4755696640024	71.8704637534771	33.1941865680791	38.676277185398	2.16515213005975	0.25977499182879
495	Asthma	respiratory	495				AFR,AMR,CSA,EAS,EUR,MID	6	CSA,EUR,MID	3	33000	19861	13138	32211	19269	12941	576	64	903	149	31169	139	5999	898	7886	2540	379656	1434	phecode-495-both_sexes.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-495-both_sexes.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-495-both_sexes.tsv.bgz	2781575914	Asthma	FALSE	Asthma	TRUE		28904	353077	1.02	0.0104	0.149	0.0109	25	0.139	0.00566	binary	binary	0.0756686850916669	381981	diseases	2462	1803	6270	1183	6537	3892	4078	19551	0.0528	0.0312	0.098	0.0818	0.0847	0.0161	0.0477	0.1135	0.0132	-0.0153	0.0734	0.0244	0.0606	-0.0154	0.017	0.0997	0.0923	0.0775	0.1225	0.1386	0.1088	0.0476	0.0784	0.1274	0.00278784	0.00097344	0.009604	0.00669124	0.00717409	0.00025921	0.00227529	0.01288225		705	0.598084182414132	meta2use_WC	0.598084182414132	0.710091524062095	0.594635997273513	0.552707552540481	0.543433994050339	0.638883181003377		-0.00246475245565587	0.000443440499924408	0.000852483353852721	1.91122759660739	925.115908845126	1.57647878120754	368.909544231238	0.621724555285424	678.960845175534	1.41710461119615	791.293206468566	1.43881660941781	758.221217980092	1.45993615803072	704.500144540111	207.583484180491	925.115908845126	368.909544231238	556.206364613888	2.50770391634338	0.294653572166404
496	Chronic airway obstruction	respiratory	496				AFR,EUR	2	""	0	14422	6757	7665				112				14310		5999				379656		phecode-496-both_sexes.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-496-both_sexes.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-496-both_sexes.tsv.bgz	1362387292	Chronic airway obstruction	FALSE	Chronic airway obstruction	TRUE		13493	353077	1	0.00799	0.136	0.0114	20	0.13	0.0125	binary	binary	0.0368087950459667	366570	diseases	2270	1729	5753	1122	6311	3652	3959	18735	0.0156	0	0	0.0083	0.0292	0	0.0029	0.0241	-0.0258	-0.0644	-0.0315	-0.0508	0.0045	-0.0391	-0.0284	0.0098	0.0569	0.0304	0.0203	0.0673	0.0539	0.0259	0.0341	0.0384	0.00024336	0	0	6.889e-05	0.00085264	0	8.41e-06	0.00058081		261	0.939802748971556	meta2use_WC	0.939802748971556	0.936370576700833	0.939829417391639	0.898437654277213	0.933459449138138	0.962377663775707		-0.00260575030159337	0.000774023280576722	0.0119774240548278	2.0371731000154	393.495289270969	0.405726937590351	71.0468729373355	-0.0452925636929325	344.616312522806	0.348114569902594	194.994526844851	0.200082637593188	389.618757916922	0.23354930299157	278.754351898577	141.379190651974	393.495289270969	71.0468729373355	322.448416333633	5.53853073333767	0.507182003398512
